date,precip_mm,temp_c,pet_mm,discharge_mm
2001-08-28,0.75,19.1,4.0,2.773
2001-08-29,0.04,13.69,3.97,2.299
2001-08-30,3.18,12.65,3.93,2.073
2001-08-31,8.14,11.47,3.89,2.287
2001-09-01,1.07,17.91,3.85,2.344
2001-09-02,2.74,16.12,3.8,2.494
2001-09-03,0.9,14.59,3.76,2.584
2001-09-04,0.3,15.15,3.72,2.395
2001-09-05,1.91,12.23,3.68,2.002
2001-09-06,1.29,19.25,3.64,1.897
2001-09-07,0.0,14.5,3.59,1.707
2001-09-08,7.2,14.35,3.55,2.175
2001-09-09,1.71,15.46,3.5,2.32
2001-09-10,0.47,14.85,3.46,2.118
2001-09-11,2.53,14.22,3.41,2.321
2001-09-12,0.95,12.07,3.37,2.417
2001-09-13,0.09,14.47,3.32,1.753
2001-09-14,0.69,17.16,3.28,1.7
2001-09-15,2.96,15.97,3.23,1.919
2001-09-16,0.68,16.34,3.18,1.853
2001-09-17,7.07,12.0,3.13,2.137
2001-09-18,1.43,10.91,3.09,2.405
2001-09-19,3.4,12.51,3.04,2.475
2001-09-20,1.37,12.75,2.99,2.341
2001-09-21,1.98,14.69,2.94,2.271
2001-09-22,0.21,8.99,2.89,1.872
2001-09-23,0.07,15.3,2.84,1.95
2001-09-24,0.01,11.79,2.79,1.505
2001-09-25,5.24,11.12,2.74,2.052
2001-09-26,9.85,9.82,2.69,2.407
2001-09-27,0.86,8.4,2.64,2.786
2001-09-28,1.19,13.22,2.59,2.76
2001-09-29,0.42,11.58,2.54,2.535
2001-09-30,6.36,8.72,2.49,2.61
2001-10-01,6.33,8.58,2.44,2.509
2001-10-02,3.52,10.36,2.39,2.74
2001-10-03,1.13,14.23,2.33,2.402
2001-10-04,1.64,10.24,2.28,2.46
2001-10-05,0.56,7.61,2.23,2.229
2001-10-06,0.26,9.99,2.18,1.985
2001-10-07,0.04,9.8,2.13,1.767
2001-10-08,1.21,4.81,2.08,1.83
2001-10-09,4.21,9.96,2.03,1.757
2001-10-10,0.58,9.47,1.97,1.646
2001-10-11,3.54,11.19,1.92,2.161
2001-10-12,0.16,13.35,1.87,1.999
2001-10-13,1.41,11.77,1.82,1.892
2001-10-14,0.12,8.84,1.77,1.863
2001-10-15,0.0,7.03,1.72,1.893
2001-10-16,0.52,14.25,1.67,1.62
2001-10-17,3.05,9.09,1.61,1.76
2001-10-18,0.32,8.86,1.56,1.725
2001-10-19,3.25,8.65,1.51,1.891
2001-10-20,0.92,8.96,1.46,1.849
2001-10-21,0.6,8.14,1.41,1.917
2001-10-22,4.65,7.14,1.36,2.137
2001-10-23,0.75,7.06,1.31,2.142
2001-10-24,4.47,7.96,1.26,2.2
2001-10-25,3.54,6.8,1.21,2.241
2001-10-26,1.84,6.33,1.16,2.397
2001-10-27,0.06,7.84,1.11,1.922
2001-10-28,2.98,6.99,1.06,2.291
2001-10-29,4.07,10.37,1.01,2.392
2001-10-30,0.45,1.93,0.96,1.917
2001-10-31,0.54,9.29,0.91,1.927
2001-11-01,3.75,9.47,0.87,2.24
2001-11-02,1.41,2.7,0.82,2.238
2001-11-03,0.79,6.04,0.77,1.872
2001-11-04,5.24,5.86,0.72,2.135
2001-11-05,3.16,3.66,0.68,2.164
2001-11-06,9.36,4.8,0.63,2.708
2001-11-07,3.39,4.01,0.59,3.021
2001-11-08,0.49,9.61,0.54,2.826
2001-11-09,0.28,7.86,0.5,2.499
2001-11-10,0.69,8.41,0.45,2.385
2001-11-11,6.32,7.2,0.41,2.169
2001-11-12,3.45,3.38,0.36,2.092
2001-11-13,12.19,4.47,0.32,2.958
2001-11-14,4.51,6.39,0.28,3.152
2001-11-15,3.17,2.85,0.24,3.28
2001-11-16,1.12,6.61,0.2,2.869
2001-11-17,3.22,4.6,0.15,3.083
2001-11-18,1.73,4.22,0.11,2.391
2001-11-19,0.03,6.29,0.07,2.001
2001-11-20,3.45,5.65,0.03,2.173
2001-11-21,0.26,3.93,0.0,1.972
2001-11-22,1.8,6.87,0.0,1.858
2001-11-23,0.15,2.29,0.0,1.765
2001-11-24,0.21,5.59,0.0,1.675
2001-11-25,0.58,5.44,0.0,1.727
2001-11-26,2.93,3.54,0.0,1.657
2001-11-27,0.46,4.72,0.0,1.637
2001-11-28,1.99,1.48,0.0,1.663
2001-11-29,2.98,5.74,0.0,2.028
2001-11-30,1.83,3.43,0.0,2.096
2001-12-01,0.65,2.67,0.0,1.942
2001-12-02,2.45,5.73,0.0,1.99
2001-12-03,3.85,2.14,0.0,2.088
2001-12-04,0.05,0.65,0.0,2.076
2001-12-05,0.59,0.28,0.0,1.9
2001-12-06,3.2,4.52,0.0,2.14
2001-12-07,0.04,0.68,0.0,1.875
2001-12-08,13.1,6.68,0.0,2.537
2001-12-09,3.05,-1.07,0.0,2.829
2001-12-10,0.33,6.42,0.0,2.742
2001-12-11,4.27,3.38,0.0,2.706
2001-12-12,0.57,2.7,0.0,2.805
2001-12-13,1.21,1.74,0.0,2.042
2001-12-14,0.05,3.57,0.0,1.887
2001-12-15,0.28,2.64,0.0,1.85
2001-12-16,0.13,4.87,0.0,1.618
2001-12-17,4.11,2.83,0.0,1.868
2001-12-18,1.18,2.85,0.0,1.746
2001-12-19,1.06,1.78,0.0,1.804
2001-12-20,0.35,2.34,0.0,1.771
2001-12-21,0.56,3.03,0.0,1.776
2001-12-22,2.99,-1.05,0.0,1.747
2001-12-23,2.43,-0.37,0.0,1.959
2001-12-24,0.07,3.78,0.0,1.795
2001-12-25,2.4,2.6,0.0,2.058
2001-12-26,2.92,1.86,0.0,2.152
2001-12-27,0.0,2.23,0.0,1.772
2001-12-28,0.5,2.86,0.0,1.919
2001-12-29,3.7,1.06,0.0,2.152
2001-12-30,0.73,0.56,0.0,1.872
2001-12-31,2.41,2.48,0.0,1.982
2002-01-01,0.23,0.11,0.0,1.869
2002-01-02,4.23,2.87,0.0,2.188
2002-01-03,0.36,-1.37,0.0,1.851
2002-01-04,3.66,4.09,0.0,1.974
2002-01-05,2.3,2.96,0.0,2.109
2002-01-06,1.37,2.52,0.0,2.203
2002-01-07,1.11,3.97,0.0,1.988
2002-01-08,0.32,5.33,0.0,1.907
2002-01-09,0.0,4.03,0.0,1.766
2002-01-10,0.1,-1.68,0.0,1.701
2002-01-11,10.93,-0.55,0.0,2.243
2002-01-12,0.54,0.76,0.0,2.232
2002-01-13,2.38,2.07,0.0,2.27
2002-01-14,2.87,3.07,0.0,2.626
2002-01-15,3.91,0.59,0.0,2.62
2002-01-16,0.35,2.44,0.0,2.152
2002-01-17,4.34,0.57,0.0,2.449
2002-01-18,0.51,0.88,0.0,2.267
2002-01-19,0.59,-0.69,0.0,2.062
2002-01-20,0.05,0.3,0.0,1.798
2002-01-21,4.24,-0.53,0.0,2.187
2002-01-22,3.32,0.26,0.0,1.88
2002-01-23,15.27,4.35,0.0,2.811
2002-01-24,5.86,0.38,0.0,3.185
2002-01-25,12.75,7.58,0.0,4.11
2002-01-26,0.36,3.34,0.0,3.792
2002-01-27,4.43,2.76,0.0,3.723
2002-01-28,1.0,0.72,0.0,2.933
2002-01-29,2.35,3.88,0.0,2.692
2002-01-30,0.58,1.38,0.0,1.952
2002-01-31,9.63,2.82,0.0,2.677
2002-02-01,5.39,7.75,0.0,2.5
2002-02-02,2.8,2.49,0.0,2.906
2002-02-03,3.78,5.04,0.0,2.914
2002-02-04,1.34,1.4,0.0,2.985
2002-02-05,6.43,2.79,0.0,2.638
2002-02-06,0.7,6.47,0.0,2.388
2002-02-07,0.04,1.74,0.0,2.094
2002-02-08,4.84,6.69,0.0,2.249
2002-02-09,3.07,4.55,0.0,2.454
2002-02-10,0.24,2.08,0.0,2.163
2002-02-11,0.06,4.54,0.0,1.884
2002-02-12,3.18,5.3,0.0,2.147
2002-02-13,6.06,4.67,0.0,2.241
2002-02-14,0.13,0.37,0.0,1.941
2002-02-15,0.73,2.13,0.0,2.169
2002-02-16,1.77,3.18,0.0,2.14
2002-02-17,0.92,3.61,0.0,2.057
2002-02-18,6.46,5.09,0.0,2.055
2002-02-19,0.72,4.29,0.0,2.057
2002-02-20,0.9,1.35,0.0,2.145
2002-02-21,13.45,4.88,0.0,2.825
2002-02-22,0.11,5.43,0.0,2.761
2002-02-23,2.03,5.43,0.0,2.46
2002-02-24,0.33,6.57,0.0,2.541
2002-02-25,3.27,6.17,0.0,2.817
2002-02-26,7.48,5.52,0.0,2.307
2002-02-27,1.28,4.57,0.02,2.463
2002-02-28,0.24,1.49,0.05,2.117
2002-03-01,0.29,5.78,0.09,2.269
2002-03-02,0.43,5.44,0.13,1.973
2002-03-03,3.83,5.68,0.17,1.717
2002-03-04,1.71,2.69,0.22,1.816
2002-03-05,0.08,3.19,0.26,2.0
2002-03-06,0.25,7.57,0.3,1.973
2002-03-07,0.46,5.5,0.34,1.904
2002-03-08,0.12,7.06,0.39,1.504
2002-03-09,1.72,5.87,0.43,1.638
2002-03-10,1.02,5.99,0.47,1.744
2002-03-11,0.39,7.93,0.52,1.74
2002-03-12,2.48,5.14,0.56,1.659
2002-03-13,1.12,6.48,0.61,1.815
2002-03-14,1.84,5.49,0.66,1.905
2002-03-15,3.46,5.67,0.7,2.111
2002-03-16,1.56,6.04,0.75,1.908
2002-03-17,7.6,7.23,0.8,2.419
2002-03-18,1.76,5.96,0.84,2.488
2002-03-19,2.33,9.55,0.89,2.588
2002-03-20,3.27,5.38,0.94,2.56
2002-03-21,0.99,6.93,0.99,2.515
2002-03-22,0.33,6.55,1.04,1.941
2002-03-23,4.99,10.45,1.09,2.024
2002-03-24,1.37,8.09,1.13,2.118
2002-03-25,2.49,9.89,1.18,2.21
2002-03-26,3.64,4.99,1.23,2.409
2002-03-27,6.08,8.62,1.28,2.685
2002-03-28,6.28,10.0,1.33,2.735
2002-03-29,0.74,8.52,1.38,2.692
2002-03-30,1.22,10.63,1.44,2.522
2002-03-31,6.61,7.6,1.49,2.743
2002-04-01,0.93,11.58,1.54,2.614
2002-04-02,8.73,13.5,1.59,2.5
2002-04-03,0.05,8.31,1.64,2.714
2002-04-04,0.93,8.28,1.69,2.503
2002-04-05,2.58,12.22,1.74,2.426
2002-04-06,0.87,12.61,1.79,2.149
2002-04-07,1.1,8.54,1.85,1.89
2002-04-08,1.8,8.88,1.9,1.863
2002-04-09,0.35,9.3,1.95,1.76
2002-04-10,0.83,7.31,2.0,1.819
2002-04-11,3.39,8.3,2.05,2.049
2002-04-12,0.34,8.27,2.1,1.818
2002-04-13,4.83,8.88,2.15,1.934
2002-04-14,4.04,10.48,2.21,2.297
2002-04-15,4.31,11.16,2.26,2.506
2002-04-16,4.73,13.93,2.31,2.65
2002-04-17,0.16,8.96,2.36,2.679
2002-04-18,2.18,13.07,2.41,2.419
2002-04-19,0.22,10.81,2.46,2.382
2002-04-20,7.45,11.27,2.51,2.407
2002-04-21,8.37,12.86,2.56,2.568
2002-04-22,1.95,9.4,2.62,2.549
2002-04-23,7.28,12.54,2.67,2.99
2002-04-24,2.22,12.24,2.72,3.103
2002-04-25,1.19,13.03,2.77,2.857
2002-04-26,0.46,12.75,2.82,2.332
2002-04-27,0.58,17.22,2.87,2.086
2002-04-28,0.31,11.16,2.91,1.803
2002-04-29,8.01,11.51,2.96,2.2
2002-04-30,0.24,11.45,3.01,2.229
2002-05-01,2.75,11.72,3.06,2.302
2002-05-02,4.78,11.68,3.11,2.541
2002-05-03,4.2,15.46,3.16,2.705
2002-05-04,2.67,16.05,3.2,2.417
2002-05-05,9.98,12.2,3.25,3.088
2002-05-06,0.59,11.8,3.3,2.7
2002-05-07,0.24,14.53,3.34,2.526
2002-05-08,0.3,12.6,3.39,2.25
2002-05-09,0.41,15.1,3.44,2.229
2002-05-10,4.43,14.36,3.48,1.981
2002-05-11,3.43,11.04,3.53,1.969
2002-05-12,0.06,17.28,3.57,1.779
2002-05-13,0.7,17.9,3.61,2.001
2002-05-14,0.01,13.19,3.66,2.109
2002-05-15,0.01,13.76,3.7,1.806
2002-05-16,0.34,15.22,3.74,1.61
2002-05-17,0.02,15.43,3.78,1.537
2002-05-18,0.55,16.18,3.83,1.428
2002-05-19,6.31,19.0,3.87,1.985
2002-05-20,6.82,14.73,3.91,2.259
2002-05-21,4.39,13.59,3.95,2.804
2002-05-22,0.35,12.53,3.98,2.662
2002-05-23,0.04,13.93,4.02,2.517
2002-05-24,3.03,15.43,4.06,2.317
2002-05-25,5.11,19.18,4.1,2.266
2002-05-26,0.01,14.66,4.13,1.988
2002-05-27,3.49,16.24,4.17,2.312
2002-05-28,0.49,15.85,4.21,2.246
2002-05-29,3.16,18.35,4.24,2.162
2002-05-30,3.12,21.12,4.27,2.305
2002-05-31,4.42,15.09,4.31,2.386
2002-06-01,1.38,15.26,4.34,2.331
2002-06-02,5.08,18.42,4.37,2.469
2002-06-03,1.47,17.77,4.4,2.465
2002-06-04,2.97,20.19,4.43,2.45
2002-06-05,2.4,17.74,4.46,2.109
2002-06-06,0.28,15.93,4.49,2.434
2002-06-07,7.62,17.91,4.52,2.513
2002-06-08,0.54,19.02,4.55,2.289
2002-06-09,0.24,18.51,4.58,2.055
2002-06-10,3.58,17.95,4.6,2.27
2002-06-11,0.86,19.14,4.63,2.279
2002-06-12,2.05,19.41,4.65,1.972
2002-06-13,1.02,19.9,4.68,1.984
2002-06-14,2.2,18.49,4.7,2.133
2002-06-15,0.36,16.92,4.72,2.034
2002-06-16,1.71,17.61,4.74,1.997
2002-06-17,0.18,19.78,4.76,1.723
2002-06-18,0.84,15.79,4.78,1.954
2002-06-19,4.05,18.21,4.8,2.092
2002-06-20,0.0,16.73,4.82,2.222
2002-06-21,1.51,17.62,4.84,1.782
2002-06-22,4.01,20.17,4.85,2.149
2002-06-23,9.86,18.03,4.87,2.458
2002-06-24,0.93,17.78,4.88,2.534
2002-06-25,0.13,15.01,4.9,2.432
2002-06-26,0.35,19.25,4.91,2.609
2002-06-27,1.33,19.08,4.92,2.179
2002-06-28,0.01,22.15,4.93,1.496
2002-06-29,0.05,17.23,4.94,1.565
2002-06-30,4.96,18.31,4.95,1.704
2002-07-01,1.77,18.4,4.96,2.062
2002-07-02,4.44,21.07,4.97,1.967
2002-07-03,0.19,17.75,4.98,2.187
2002-07-04,0.36,18.51,4.98,1.995
2002-07-05,5.43,19.18,4.99,2.199
2002-07-06,4.02,18.35,4.99,2.531
2002-07-07,11.65,17.09,5.0,2.835
2002-07-08,4.12,18.38,5.0,2.948
2002-07-09,0.05,20.15,5.0,3.013
2002-07-10,0.03,15.95,5.0,2.694
2002-07-11,0.24,18.27,5.0,2.513
2002-07-12,0.14,16.6,5.0,1.638
2002-07-13,11.07,20.38,5.0,2.251
2002-07-14,0.34,14.94,4.99,1.939
2002-07-15,0.44,16.86,4.99,2.171
2002-07-16,0.25,18.72,4.99,2.186
2002-07-17,0.29,21.08,4.98,2.307
2002-07-18,1.81,17.8,4.97,1.69
2002-07-19,0.21,16.8,4.97,1.539
2002-07-20,0.11,21.65,4.96,1.562
2002-07-21,4.31,14.97,4.95,1.924
2002-07-22,0.04,13.44,4.94,1.881
2002-07-23,0.38,18.69,4.93,1.745
2002-07-24,3.14,16.77,4.92,1.931
2002-07-25,1.25,15.7,4.9,2.117
2002-07-26,0.11,19.12,4.89,1.743
2002-07-27,0.32,18.16,4.88,1.803
2002-07-28,0.04,16.5,4.86,2.009
2002-07-29,0.39,15.03,4.85,1.484
2002-07-30,0.02,19.29,4.83,1.368
2002-07-31,0.77,18.8,4.81,1.671
2002-08-01,1.22,17.25,4.79,1.579
2002-08-02,2.78,21.09,4.77,1.779
2002-08-03,0.41,15.2,4.75,1.734
2002-08-04,3.77,14.23,4.73,2.011
2002-08-05,5.02,15.84,4.71,2.452
2002-08-06,0.18,17.08,4.69,2.31
2002-08-07,2.39,17.59,4.66,2.292
2002-08-08,0.86,16.56,4.64,2.092
2002-08-09,0.52,17.68,4.62,1.923
2002-08-10,0.63,14.4,4.59,1.491
2002-08-11,0.77,19.72,4.56,1.729
2002-08-12,0.09,16.6,4.54,1.768
2002-08-13,1.2,18.92,4.51,1.744
2002-08-14,0.89,17.3,4.48,1.693
2002-08-15,0.25,17.45,4.45,1.69
2002-08-16,0.55,17.59,4.42,1.61
2002-08-17,0.11,17.26,4.39,1.7
2002-08-18,0.17,17.57,4.36,1.695
2002-08-19,0.23,18.86,4.32,1.417
2002-08-20,3.61,16.5,4.29,1.81
2002-08-21,6.79,17.44,4.26,2.248
2002-08-22,1.25,15.75,4.22,2.181
2002-08-23,0.57,18.72,4.19,2.317
2002-08-24,1.19,14.39,4.15,2.586
2002-08-25,3.17,19.25,4.12,2.268
2002-08-26,1.88,15.47,4.08,2.023
2002-08-27,0.23,12.58,4.04,1.849
2002-08-28,0.29,15.6,4.0,1.924
2002-08-29,0.0,13.88,3.97,1.88
2002-08-30,3.18,16.82,3.93,1.854
2002-08-31,2.64,13.72,3.89,1.778
2002-09-01,0.83,14.03,3.85,1.937
2002-09-02,0.06,11.03,3.8,2.049
2002-09-03,0.39,13.8,3.76,1.971
2002-09-04,0.28,9.74,3.72,1.848
2002-09-05,0.88,11.31,3.68,1.623
2002-09-06,2.83,15.88,3.64,1.841
2002-09-07,0.95,15.82,3.59,1.848
2002-09-08,1.47,14.98,3.55,1.79
2002-09-09,2.98,12.08,3.5,2.078
2002-09-10,3.94,13.79,3.46,2.131
2002-09-11,0.01,13.76,3.41,1.998
2002-09-12,0.52,11.33,3.37,2.054
2002-09-13,1.61,16.53,3.32,2.073
2002-09-14,1.08,15.15,3.28,1.811
2002-09-15,0.02,12.83,3.23,1.8
2002-09-16,1.28,13.2,3.18,1.828
2002-09-17,4.33,13.44,3.13,1.929
2002-09-18,0.01,8.81,3.09,1.749
2002-09-19,2.58,12.27,3.04,1.979
2002-09-20,1.63,11.27,2.99,2.045
2002-09-21,0.18,10.5,2.94,2.035
2002-09-22,3.68,11.81,2.89,1.948
2002-09-23,2.94,15.84,2.84,1.96
2002-09-24,3.26,13.39,2.79,2.163
2002-09-25,2.19,10.83,2.74,2.204
2002-09-26,8.06,12.99,2.69,2.771
2002-09-27,0.04,14.51,2.64,2.42
2002-09-28,4.3,13.42,2.59,2.739
2002-09-29,3.38,11.56,2.54,2.387
2002-09-30,11.43,10.01,2.49,3.264
2002-10-01,8.57,12.56,2.44,3.141
2002-10-02,1.75,11.82,2.39,3.352
2002-10-03,0.52,12.68,2.33,3.047
2002-10-04,9.93,12.03,2.28,3.546
2002-10-05,2.98,12.72,2.23,2.886
2002-10-06,0.43,9.41,2.18,2.327
2002-10-07,0.0,12.98,2.13,2.474
2002-10-08,2.64,10.6,2.08,2.447
2002-10-09,0.94,14.22,2.03,1.942
2002-10-10,0.62,8.55,1.97,1.901
2002-10-11,0.71,13.27,1.92,1.691
2002-10-12,0.04,10.05,1.87,1.857
2002-10-13,0.18,8.22,1.82,1.59
2002-10-14,0.16,8.41,1.77,1.589
2002-10-15,0.99,8.6,1.72,1.632
2002-10-16,0.37,9.96,1.67,1.454
2002-10-17,2.32,10.02,1.61,1.663
2002-10-18,3.41,7.69,1.56,2.07
2002-10-19,7.55,8.65,1.51,2.467
2002-10-20,3.49,12.85,1.46,2.522
2002-10-21,0.0,11.88,1.41,2.531
2002-10-22,2.4,9.16,1.36,2.482
2002-10-23,0.86,8.23,1.31,2.494
2002-10-24,7.31,8.26,1.26,2.324
2002-10-25,0.57,9.12,1.21,2.192
2002-10-26,0.45,5.71,1.16,2.31
2002-10-27,0.24,7.11,1.11,1.988
2002-10-28,0.99,4.16,1.06,2.229
2002-10-29,0.12,8.16,1.01,1.489
2002-10-30,1.49,8.53,0.96,1.86
2002-10-31,1.29,6.14,0.91,1.711
2002-11-01,1.94,10.13,0.87,1.826
2002-11-02,0.2,4.4,0.82,1.613
2002-11-03,1.62,3.8,0.77,1.847
2002-11-04,0.7,7.05,0.72,1.741
2002-11-05,2.52,8.57,0.68,1.858
2002-11-06,5.12,9.72,0.63,2.096
2002-11-07,2.53,5.31,0.59,2.345
2002-11-08,0.92,8.27,0.54,2.228
2002-11-09,0.0,5.91,0.5,2.196
2002-11-10,4.74,5.53,0.45,2.189
2002-11-11,1.89,7.52,0.41,2.017
2002-11-12,0.12,6.94,0.36,2.14
2002-11-13,2.04,2.37,0.32,1.954
2002-11-14,0.01,8.36,0.28,2.194
2002-11-15,0.23,8.06,0.24,1.733
2002-11-16,0.58,3.94,0.2,1.679
2002-11-17,5.33,5.87,0.15,2.098
2002-11-18,0.47,5.96,0.11,2.024
2002-11-19,1.1,5.38,0.07,1.952
2002-11-20,0.03,3.66,0.03,1.912
2002-11-21,3.1,3.31,0.0,2.096
2002-11-22,0.38,4.5,0.0,1.839
2002-11-23,0.46,6.8,0.0,1.893
2002-11-24,0.83,5.44,0.0,1.788
2002-11-25,5.56,3.52,0.0,2.182
2002-11-26,0.8,5.71,0.0,2.146
2002-11-27,5.21,-1.63,0.0,2.31
2002-11-28,0.34,6.28,0.0,2.296
2002-11-29,1.32,0.41,0.0,2.142
2002-11-30,6.29,3.08,0.0,2.075
2002-12-01,0.94,1.48,0.0,2.385
2002-12-02,5.8,1.04,0.0,2.372
2002-12-03,1.3,5.87,0.0,2.388
2002-12-04,11.7,2.53,0.0,3.086
2002-12-05,1.4,4.08,0.0,2.762
2002-12-06,0.23,3.22,0.0,2.839
2002-12-07,18.06,4.19,0.0,3.47
2002-12-08,3.63,3.32,0.0,3.527
2002-12-09,2.42,0.53,0.0,3.143
2002-12-10,2.95,5.02,0.0,3.116
2002-12-11,0.86,1.97,0.0,3.228
2002-12-12,1.07,-0.22,0.0,2.108
2002-12-13,5.75,1.98,0.0,2.218
2002-12-14,0.95,5.77,0.0,2.203
2002-12-15,0.12,4.42,0.0,2.026
2002-12-16,1.13,1.96,0.0,2.089
2002-12-17,2.96,1.91,0.0,2.128
2002-12-18,0.23,1.91,0.0,1.64
2002-12-19,0.03,6.66,0.0,1.725
2002-12-20,0.25,3.22,0.0,1.855
2002-12-21,2.02,3.27,0.0,1.8
2002-12-22,1.64,4.43,0.0,1.726
2002-12-23,8.73,2.81,0.0,2.359
2002-12-24,10.77,1.77,0.0,2.833
2002-12-25,2.7,1.86,0.0,2.897
2002-12-26,4.47,2.08,0.0,3.183
2002-12-27,3.28,2.12,0.0,3.249
2002-12-28,4.1,3.62,0.0,2.923
2002-12-29,0.21,2.24,0.0,2.368
2002-12-30,1.93,3.58,0.0,2.389
